Ecell/V	<I>/mA	Capacity/mA.h	cycle number	time/s	
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.325000110431574E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.326000110479072E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.327000110526569E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.328000110574067E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.329000110621564E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.330000110669062E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.331000110716559E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.332000110764056E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.333000110811554E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.334000110859051E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.335000110906549E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.336000110954046E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.337000111001544E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.338000111049041E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.339000111096539E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.340000111144036E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.341000111191534E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.342000111239031E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.343000111286528E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.344000111334026E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.345000111381523E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.346000111429021E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.347000111476518E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.348000111524016E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.349000111571513E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.350000111619011E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.351000111666508E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.352000111714005E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.353000111761503E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.354000111809000E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.355000111856498E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.356000111903995E+003
3.6176803E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.357000111951493E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.358000111998990E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.359000112046488E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.360000112093985E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.361000112141483E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.362000112188980E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.363000112236477E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.364000112283975E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.365000112331472E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.366000112378970E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.367000112426467E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.368000112473965E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.369000112521462E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.370000112568960E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.371000112616457E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.372000112663955E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.373000112711452E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.374000112758949E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.375000112806447E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.376000112853944E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.377000112901442E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.378000112948939E+003
3.6176803E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.379000112996437E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.380000113043934E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.381000113091432E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.382000113138929E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.383000113186426E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.384000113233924E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.385000113281421E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.386000113328919E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.387000113376416E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.388000113423914E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.389000113471411E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.390000113518909E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.391000113566406E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.392000113613904E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.393000113661401E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.394000113708898E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.395000113756396E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.396000113803893E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.397000113851391E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.398000113898888E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.399000113946386E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.400000113993883E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.401000114041381E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.402000114088878E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.403000114136375E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.404000114183873E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.405000114231370E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.406000114278868E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.407000114326365E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.408000114373863E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.409000114421360E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.410000114468858E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.411000114516355E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.412000114563853E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.413000114611350E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.414000114658847E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.415000114706345E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.416000114753842E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.417000114801340E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.418000114848837E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.419000114896335E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.420000114943832E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.421000114991330E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.422000115038827E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.423000115086325E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.424000115133822E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.425000115181319E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.426000115228817E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.427000115276314E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.428000115323812E+003
3.6179557E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.429000115371309E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.430000115418807E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.431000115466304E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.432000115513802E+003
3.6179557E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.433000115561299E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.434000115608796E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.435000115656294E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.436000115703791E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.437000115751289E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.438000115798786E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.439000115846284E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.440000115893781E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.441000115941279E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.442000115988776E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.443000116036274E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.444000116083771E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.445000116131268E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.446000116178766E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.447000116226263E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.448000116273761E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.449000116321258E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.450000116368756E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.451000116416253E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.452000116463751E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.453000116511248E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.454000116558746E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.455000116606243E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.456000116653740E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.457000116701238E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.458000116748735E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.459000116796233E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.460000116843730E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.461000116891228E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.462000116938725E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.463000116986223E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.464000117033720E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.465000117081217E+003
3.6179557E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.466000117128715E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.467000117176212E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.468000117223710E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.469000117271207E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.470000117318705E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.471000117366202E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.472000117413700E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.473000117461197E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.474000117508695E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.475000117556192E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.476000117603689E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.477000117651187E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.478000117698684E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.479000117746182E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.480000117793679E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.481000117841177E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.482000117888674E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.483000117936172E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.484000117983669E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.485000118031166E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.486000118078664E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.487000118126161E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.488000118173659E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.489000118221156E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.490000118268654E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.491000118316151E+003
3.6179557E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.492000118363649E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.493000118411146E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.494000118458644E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.495000118506141E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.496000118553638E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.497000118601136E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.498000118648633E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.499000118696131E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.500000118743628E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.501000118791126E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.502000118838623E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.503000118886121E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.504000118933618E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.505000118981116E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.506000119028613E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.507000119076110E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.508000119123608E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.509000119171105E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.510000119218603E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.511000119266100E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.512000119313598E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.513000119361095E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.514000119408593E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.515000119456090E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.516000119503587E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.517000119551085E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.518000119598582E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.519000119646080E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.520000119693577E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.521000119741075E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.522000119788572E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.523000119836070E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.524000119883567E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.525000119931065E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.526000119978562E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.527000120026059E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.528000120073557E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.529000120121054E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.530000120168552E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.531000120216049E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.532000120263547E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.533000120311044E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.534000120358542E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.535000120406039E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.536000120453537E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.537000120501034E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.538000120548531E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.539000120596029E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.540000120643526E+003
3.6176803E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.541000120691024E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.542000120738521E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.543000120786019E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.544000120833516E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.545000120881014E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.546000120928511E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.547000120976008E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.548000121023506E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.549000121071003E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.550000121118501E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.551000121165998E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.552000121213496E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.553000121260993E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.554000121308491E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.555000121355988E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.556000121403486E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.557000121450983E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.558000121498480E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.559000121545978E+003
3.6177590E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.560000121593475E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.561000121640973E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.562000121688470E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.563000121735968E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.564000121783465E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.565000121830963E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.566000121878460E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.567000121925958E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.568000121973455E+003
3.6179557E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.569000122020952E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.570000122068450E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.571000122115947E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.572000122163445E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.573000122210942E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.574000122258440E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.575000122305937E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.576000122353435E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.577000122400932E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.578000122448429E+003
3.6177197E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.579000122495927E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.580000122543424E+003
3.6178770E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.581000122590922E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.582000122638419E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.583000122685917E+003
3.6178377E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.584000122733414E+003
3.6177983E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.585000122780912E+003
3.6179557E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.586000122828409E+003
3.6179163E+000	0.000000000000000E+000	0.000000000000000E+000	0.000000000000000E+000	2.587000122875907E+003
